gb_date,min_signal,max_signal,y_actual,dispersion_cpi
1993-03-17,0.44336444,0.44336444,0.5606215846994537,0.0
1995-01-25,-0.10157368,-0.10157368,0.2606215846994534,0.0
1995-12-14,2.5189934,2.6107523,0.060621584699453675,0.09175890000000031
1996-01-26,-2.2617047,-1.6220647,0.2606215846994534,0.6396400000000002
1996-03-21,-1.2279998,-1.2107629,-0.4393784153005468,0.01723690000000011
1996-05-16,-0.6445827,-0.41961107,-0.1393784153005465,0.22497162999999998
1996-06-26,-0.83951265,-0.83951265,0.9606215846994536,0.0
1996-08-15,0.11621159,0.16108316,0.8606215846994535,0.04487157
1996-09-18,0.14525251,0.40964228,0.060621584699453675,0.26438977
1996-11-06,-0.45545512,2.281466,-0.13937841530054607,2.73692112
1996-12-12,0.17802835,0.64704174,0.2606215846994534,0.46901339000000003
1997-01-29,-0.48488438,2.3223238,0.8606215846994535,2.80720818
1997-03-19,-0.38188303,0.14917165,2.1606215846994536,0.53105468
1997-05-15,0.6243842,0.7330739000000001,2.160621584699453,0.10868970000000011
1997-06-25,0.051523298,0.29390523,0.9606215846994536,0.24238193200000002
1997-08-14,-0.26834878,0.1852389,0.7606215846994534,0.45358768000000005
1997-09-24,0.06284206,0.42589992,0.4606215846994536,0.36305785999999995
1997-11-06,-0.22045842,-0.010698639,0.3606215846994535,0.20975978099999998
1997-12-11,-0.35247934,-0.011948398999999998,2.0606215846994536,0.340530941
1998-01-28,-0.2420322,0.5210522,2.1606215846994536,0.7630844
1998-03-25,-0.4126835,0.67692125,0.9606215846994536,1.08960475
1998-05-14,-0.68845105,0.23264316,0.6606215846994538,0.9210942099999999
1998-06-24,-0.15010079999999998,-0.06138163,0.7606215846994536,0.08871916999999999
1998-08-13,-0.31621900000000003,-0.026235692,0.5606215846994537,0.28998330800000005
1998-09-23,-0.9050352,0.06810427,0.7606215846994536,0.97313947
1998-11-12,-0.15155065,0.05561027,0.6606215846994538,0.20716092000000003
1998-12-16,0.12742344,0.31253220000000004,0.8606215846994535,0.18510876000000004
1999-01-28,-0.8013601,-0.121959604,1.1606215846994532,0.679400496
1999-03-24,-0.25584608,0.45666796,-0.8393784153005462,0.71251404
1999-05-13,-0.5829342,-0.3708926,-0.8393784153005467,0.21204159999999994
1999-06-23,-0.35831255,-0.28811848,0.3606215846994535,0.07019407
1999-08-18,-0.27412575,-0.09072315,0.2606215846994534,0.1834026
1999-09-29,-0.73345965,-0.38143903,-0.1393784153005465,0.35202062
1999-11-10,-0.63723546,-0.36405635,-0.2393784153005461,0.27317911
1999-12-15,-0.63199395,-0.49852645,-0.2393784153005461,0.13346750000000002
2000-01-27,-0.6767554,-0.19663724,-1.5393784153005463,0.48011816
2000-03-15,-0.73032004,-0.25763255,-0.5393784153005464,0.47268748999999993
2000-05-11,-0.7273739,-0.17734405,-0.8393784153005467,0.55002985
2000-06-21,-0.6355609,-0.47967237,0.1606215846994533,0.15588852999999997
2000-08-16,-0.27610892,-0.21707842,-0.1393784153005465,0.059030499999999986
2000-09-27,-0.4499868,-0.11999398,-0.03937841530054642,0.32999282
2000-11-08,-0.9506195,-0.27566352,-0.33937841530054624,0.67495598
2000-12-13,-0.57409304,-0.37830302,-1.5393784153005463,0.19579002000000006
2001-01-25,-1.034568,-0.99004656,-1.2393784153005467,0.04452143999999991
2001-03-14,-2.5868068,-0.5992411999999999,-1.0393784153005463,1.9875656000000004
2001-05-09,-0.8140430000000001,0.43040717,-0.5393784153005464,1.2444501700000001
2001-06-20,1.852461,2.3057132,2.0606215846994536,0.4532522000000001
2001-08-16,1.6190407,1.7004541000000002,1.7606215846994533,0.08141340000000019
2001-09-27,2.2200012000000005,2.4935126,2.1606215846994536,0.2735113999999994
2001-10-31,2.9044385,3.1474051,3.0606215846994536,0.24296659999999992
2001-12-05,1.7750541000000002,2.123704,1.2606215846994533,0.34864989999999985
2002-01-23,1.1663268999999998,1.8128685,1.1606215846994536,0.6465416000000002
2002-03-13,-0.53177077,1.032949,-1.7393784153005467,1.56471977
2002-05-01,-2.9698265,-2.729748,-1.0393784153005463,0.24007850000000008
2002-06-20,-1.6833621,-1.2307022,0.6606215846994535,0.4526599
2002-08-07,0.71385413,0.79174846,0.4606215846994536,0.07789433000000001
2002-09-18,0.5132549,1.1976796,-0.5393784153005466,0.6844247000000001
2002-10-30,-0.66695154,-0.29868135,-0.1393784153005463,0.36827019
2002-12-04,-1.4366435,-1.2759026000000002,-0.8393784153005462,0.16074089999999974
2003-01-22,-0.38269183,0.025046103,-1.9393784153005464,0.407737933
2003-03-13,-0.85963076,1.7531053,1.5606215846994536,2.61273606
2003-04-30,0.98532426,1.3058530000000002,1.0606215846994536,0.3205287400000002
2003-06-18,0.8932257,1.105873,-0.4393784153005463,0.2126473000000001
2003-08-06,-0.61762756,0.23009527,-0.7393784153005466,0.8477228299999999
2003-09-10,-1.20618,0.91475374,0.3606215846994537,2.12093374
2003-10-22,-1.2760295,0.6130237,0.3606215846994535,1.8890531999999998
2003-12-03,-1.9289306,0.19423619,-0.9393784153005464,2.12316679
2004-01-21,-0.9129346,0.6904126,-1.8393784153005464,1.6033472
2004-03-11,-0.14039981,1.1155725,-0.43937841530054655,1.2559723100000002
2004-04-28,-1.6060642,0.010964446,-2.5393784153005465,1.617028646
2004-06-23,-0.757383,-0.40304607,-0.1393784153005465,0.35433693000000005
2004-08-05,0.93280745,1.3214144,0.16062158469945353,0.3886069500000001
2004-09-15,0.6719193,1.3142841,-1.2393784153005467,0.6423648000000001
2004-11-03,-0.5165679,-0.20197466,-1.4393784153005464,0.31459324
2004-12-08,-1.1216265,-0.28056467,1.0606215846994536,0.8410618300000001
2005-01-26,-0.47137684,1.356188,-0.1393784153005465,1.82756484
2005-03-16,0.66079044,1.5523995000000002,-1.9393784153005469,0.8916090600000002
2005-04-28,-0.7140701999999999,-0.34729224,-1.7393784153005467,0.3667779599999999
2005-06-22,-0.8972955,-0.5665804,0.060621584699453675,0.33071510000000004
2005-08-04,-0.5030529,-0.34514514,-2.7393784153005463,0.15790776
2005-09-14,-2.0048928,-0.6148674,-1.8393784153005468,1.3900253999999999
2005-10-26,-1.4463625,-0.29729748,0.060621584699453675,1.14906502
2005-12-07,-0.31649512,-0.090185724,0.16062158469945376,0.22630939600000002
2006-01-25,-0.90111667,-0.010648768,0.7606215846994534,0.8904679019999999
2006-03-22,0.029825415,1.3031812,-1.7393784153005467,1.2733557850000001
2006-05-03,-1.35792,-0.27100194,-1.9393784153005464,1.08691806
2006-06-21,-1.632747,-1.4302901,-1.4393784153005469,0.20245690000000005
2006-08-03,-0.8475333,0.7511313000000001,-0.03937841530054642,1.5986646000000002
2006-09-13,3.239358,5.463528599999999,4.860621584699454,2.224170599999999
2006-10-18,1.0854751,3.6724014,4.860621584699454,2.5869263
2006-12-06,0.84166676,1.020716,0.7606215846994534,0.17904924
2007-01-24,0.1025018,0.44441682,-0.5393784153005464,0.34191501999999996
2007-03-14,-2.2119575,0.9107261,-2.3393784153005464,3.1226836000000002
2007-05-02,-3.041977,-2.1356552000000004,-3.3393784153005464,0.9063217999999997
2007-06-20,-0.16608498,-0.02534718,0.060621584699453675,0.1407378
2007-08-02,-0.050091244000000014,0.59583193,0.4606215846994536,0.645923174
2007-09-12,-0.5459828,0.35811138,-1.0393784153005463,0.90409418
2007-10-24,-2.28975,-1.9767569,-1.8393784153005464,0.31299310000000014
2007-12-05,-2.643835,-1.515484,-1.1393784153005466,1.128351
2008-01-23,-2.3137984,-0.76203835,-2.7393784153005467,1.55176005
2008-03-13,-2.9799383,-2.1797853,-3.0393784153005465,0.8001530000000003
2008-04-23,-2.0234642,-1.655475,-2.1393784153005466,0.3679891999999998
2008-06-18,-3.2079616,-2.5009632,-3.2393784153005467,0.7069983999999998
2008-07-30,-3.569243,-3.084501700000001,-4.4393784153005456,0.48474129999999915
2008-09-10,2.58039,5.7760983,6.7606215846994555,3.1957083
2008-10-22,5.2583833,8.124885,10.360621584699453,2.8665017000000006
2008-12-10,5.0171127,5.216797,5.660621584699454,0.19968429999999948
2009-01-22,3.8158138,4.1194334,4.060621584699454,0.3036196000000002
2009-03-12,1.7167556000000002,2.3143103,1.5606215846994536,0.5975546999999997
2009-04-22,0.6264400999999999,0.6747541,0.7606215846994536,0.04831400000000008
2009-06-17,-1.7927889,0.7397564999999999,-1.8393784153005464,2.5325454
2009-08-06,-1.8024594,-1.7844561,-1.6393784153005466,0.018003299999999944
2009-09-16,-0.6772123000000001,-0.61526525,-0.7393784153005466,0.061947050000000115
2009-10-29,-0.82249516,-0.75885946,-1.3393784153005464,0.06363569999999996
2009-12-09,-0.4523884,-0.4158821,-0.5393784153005464,0.03650630000000005
2010-01-20,-0.83475626,-0.76565665,-0.03937841530054642,0.06909960999999998
2010-03-10,0.8589485,1.311391,1.1606215846994536,0.45244249999999997
2010-04-21,0.4456858,1.5065241000000005,2.5606215846994536,1.0608383000000003
2010-06-16,1.8979849,2.2825568,0.060621584699453675,0.3845719000000001
2010-08-04,1.1241633,1.2340604,-0.1393784153005465,0.10989709999999997
2010-09-15,0.43964785,1.0127336,-0.5393784153005464,0.57308575
2010-10-27,0.022052843,0.87410563,-0.8393784153005467,0.852052787
2010-12-08,-0.46900052,0.6906739000000001,-1.3393784153005468,1.15967442
2011-01-19,-0.52173847,0.17894551,-3.2393784153005463,0.70068398
2011-03-09,-0.16269398,-0.089957915,-2.0393784153005465,0.07273606499999999
2011-04-20,-0.38918567,-0.053178154000000005,-2.2393784153005467,0.336007516
2011-06-15,-0.9333639,-0.87785697,0.2606215846994536,0.055506930000000065
2011-08-03,0.2772114,0.5076647,-0.8393784153005467,0.23045329999999997
2011-09-14,-0.60243267,0.16928056,0.4606215846994536,0.77171323
2011-10-26,0.6900334,1.2320209,0.7606215846994535,0.5419875
2011-12-07,0.48154604,1.1650237,0.16062158469945353,0.6834776600000001
2012-01-18,-0.42339754,-0.23874527,-0.5393784153005464,0.18465227
2012-03-07,-0.57850593,-0.33003467,0.2606215846994536,0.24847125999999997
2012-04-18,-0.4102696,0.9703438,1.5606215846994536,1.3806134
2012-06-13,0.7008168,1.6857723000000002,1.2606215846994535,0.9849555000000002
2012-07-25,0.5825262,1.1138719,-0.6393784153005465,0.5313456999999999
2012-09-05,-0.38409722,-0.2705439,-1.1393784153005462,0.11355332000000001
2012-10-17,-0.5525956,-0.34188062,-0.5393784153005462,0.21071497999999994
2012-12-05,0.006614230600000001,0.11551019,1.0606215846994536,0.10889595939999999
2013-01-23,1.4697539,1.6452186999999998,0.6606215846994538,0.17546479999999987
2013-03-13,-0.14248574,1.4303178,2.6606215846994536,1.57280354
2013-04-24,2.0250764,2.5688004,2.1606215846994536,0.5437240000000001
2013-06-12,1.7805846999999997,2.2140431,-0.3393784153005467,0.43345840000000035
2013-07-24,-0.35813034,0.65404445,-0.6393784153005465,1.01217479
2013-09-11,-0.3658868,1.1856788,0.9606215846994536,1.5515656
2013-10-23,0.8792009,1.3398842,0.9606215846994536,0.4606833
